skill,doc_freq,descriptor_id,descriptor_name,cosine,match_type,mapped
risk analysis,160,84,Making Decisions,0.366,unmapped,False
risk assessment,637,84,Making Decisions,0.3912,unmapped,False
risk assessments,91,46,Evaluating ,0.4132,unmapped,False
risk identification,92,125,Problem Identification,0.3977,unmapped,False
risk management,2028,144,Setting Objectives and Formulating Strategies,0.3971,unmapped,False
risk mitigation,113,131,Public Safety and Security,0.339,unmapped,False
rn,177,179, Active Learning,0.2304,unmapped,False
rn license,73,167,Training and Teaching ,0.3108,unmapped,False
robotics,132,28,Controlling Machines and Processes,0.4829,unmapped,False
root cause analysis,399,5,Analyzing Data or Information,0.3067,unmapped,False
rotating shifts,213,149,Spatial Orientation,0.2459,unmapped,False
routing,50,138,Resolving Conflicts and Negotiating with Others,0.2168,unmapped,False
rrsp,202,179, Active Learning,0.2941,unmapped,False
rrsp contributions,56,179, Active Learning,0.2062,unmapped,False
rrsp matching,165,113,Pattern Identification,0.2132,unmapped,False
rrsp matching program,56,113,Pattern Identification,0.1965,unmapped,False
ruby,57,122,Physics ,0.2554,unmapped,False
résolution de problèmes,94,126,Problem Solving,0.343,unmapped,False
saas,183,154,Staffing ,0.3321,unmapped,False
safe,59,131,Public Safety and Security,0.2951,unmapped,False
safe work practices,103,131,Public Safety and Security,0.4329,unmapped,False
safe work procedures,65,131,Public Safety and Security,0.4023,unmapped,False
safety,1679,131,Public Safety and Security,0.5265,lexical,True
safety and security,90,131,Public Safety and Security,0.6704,lexical,True
safety awareness,106,131,Public Safety and Security,0.5993,semantic,True
safety compliance,275,131,Public Safety and Security,0.5627,semantic,True
safety culture,102,131,Public Safety and Security,0.5267,unmapped,False
safety inspections,55,73,"Inspecting Equipment, Structures or Material",0.5841,semantic,True
safety management,333,131,Public Safety and Security,0.5792,semantic,True
safety policies,89,131,Public Safety and Security,0.5667,semantic,True
safety practices,59,131,Public Safety and Security,0.5605,semantic,True
safety procedures,320,131,Public Safety and Security,0.5012,unmapped,False
safety programs,50,131,Public Safety and Security,0.5422,unmapped,False
safety protocols,206,131,Public Safety and Security,0.5235,unmapped,False
safety regulations,270,131,Public Safety and Security,0.5736,semantic,True
safety requirements,50,131,Public Safety and Security,0.5469,unmapped,False
safety standards,192,131,Public Safety and Security,0.5798,semantic,True
safety training,131,131,Public Safety and Security,0.4986,unmapped,False
salary,55,67,Human Resources and Labour relations,0.3857,unmapped,False
salary finance,52,50,Finance,0.5129,lexical,True
sales,4200,139,Sales and Marketing,0.5628,lexical,True
sales analysis,54,139,Sales and Marketing,0.6224,semantic,True
sales experience,425,139,Sales and Marketing,0.5478,unmapped,False
sales forecasting,208,139,Sales and Marketing,0.4835,unmapped,False
sales goals,63,139,Sales and Marketing,0.5863,semantic,True
sales leadership,95,79,Leadership,0.5785,lexical,True
sales management,535,139,Sales and Marketing,0.6283,semantic,True
sales optimization,83,139,Sales and Marketing,0.5134,unmapped,False
sales performance,84,139,Sales and Marketing,0.4956,unmapped,False
sales planning,90,139,Sales and Marketing,0.6113,semantic,True
sales presentations,58,139,Sales and Marketing,0.5215,unmapped,False
sales process,55,139,Sales and Marketing,0.5911,semantic,True
sales reporting,82,139,Sales and Marketing,0.5411,unmapped,False
sales skills,233,139,Sales and Marketing,0.6139,semantic,True
sales strategies,112,139,Sales and Marketing,0.6816,semantic,True
sales strategy,111,139,Sales and Marketing,0.6564,semantic,True
sales support,62,139,Sales and Marketing,0.5052,unmapped,False
sales targets,142,139,Sales and Marketing,0.4913,unmapped,False
sales techniques,130,139,Sales and Marketing,0.6799,semantic,True
sales training,85,139,Sales and Marketing,0.583,semantic,True
salesforce,472,25,"Computer, technology and Information Systems",0.4274,unmapped,False
salesforce crm,131,166,Time Management,0.3093,unmapped,False
salesforce.com,56,25,"Computer, technology and Information Systems",0.3672,unmapped,False
sanitation,388,154,Staffing ,0.2777,unmapped,False
sap,954,25,"Computer, technology and Information Systems",0.3116,unmapped,False
sap2000,53,108,Operation Monitoring of Machinery and Equipment,0.2385,unmapped,False
sas,91,1, Independence,0.1988,unmapped,False
scada,88,107,"Operating Vehicles, Mechanized Devices or Equipment",0.309,unmapped,False
scala,91,122,Physics ,0.2952,unmapped,False
scalability,108,0, Adaptability,0.4748,unmapped,False
schedule management,119,140,Scheduling Work and Activities,0.6705,semantic,True
schedules,51,140,Scheduling Work and Activities,0.6535,semantic,True
scheduling,2336,140,Scheduling Work and Activities,0.6972,lexical,True
scheduling software,87,140,Scheduling Work and Activities,0.6474,semantic,True
schematics,103,35,Developing Technical Instructions,0.3065,unmapped,False
school qualification,375,167,Training and Teaching ,0.4543,unmapped,False
school support,395,1, Independence,0.267,unmapped,False
science,105,122,Physics ,0.6951,semantic,True
scope management,54,88,Managing Resources,0.4855,unmapped,False
screening,63,73,"Inspecting Equipment, Structures or Material",0.4613,unmapped,False
scripting,121,154,Staffing ,0.3407,unmapped,False
scripting languages,58,77,Languages,0.3382,lexical,True
scrum,341,30,Coordinating the Work and Activities of Others,0.3397,unmapped,False
sdlc,61,154,Staffing ,0.2137,unmapped,False
second language,84,77,Languages,0.4513,lexical,True
second language proficiency,54,77,Languages,0.4278,lexical,True
second language training,63,77,Languages,0.5076,lexical,True
security,517,131,Public Safety and Security,0.5108,lexical,True
security check,54,131,Public Safety and Security,0.3814,unmapped,False
security clearance,160,131,Public Safety and Security,0.3239,unmapped,False
security guard,52,131,Public Safety and Security,0.3737,unmapped,False
security license,52,131,Public Safety and Security,0.4496,unmapped,False
selection,70,43,Equipment and Tool Selection,0.4481,lexical,True
selfcontrol,115,27,Control of Settings,0.3535,unmapped,False
selfdevelopment,66,19,Coaching and Developing Others,0.4042,unmapped,False
selfdirected,58,1, Independence,0.3845,unmapped,False
selfdirection,99,1, Independence,0.3157,unmapped,False
selfemployed,196,1, Independence,0.2542,unmapped,False
selfemployment,284,154,Staffing ,0.3099,unmapped,False
selfmanagement,95,166,Time Management,0.5292,unmapped,False
selfmotivated,151,141,Selective Attention,0.3618,unmapped,False
selfmotivation,740,142,Selling or Influencing Others,0.3655,unmapped,False
selfstarter,302,1, Independence,0.2846,unmapped,False
selling,50,142,Selling or Influencing Others,0.4952,lexical,True
sense of urgency,73,134,Reaction Time,0.4591,unmapped,False
sensitivity,75,65,Hearing Sensitivity,0.5107,lexical,True
seo,82,180, Creativity,0.4,unmapped,False
service,109,18,Client Service,0.5666,lexical,True
service delivery,79,143,Service Orientation,0.4869,unmapped,False
service management,63,143,Service Orientation,0.5515,semantic,True
service orientation,54,143,Service Orientation,0.8228,lexical,True
servicenow,87,143,Service Orientation,0.4849,unmapped,False
services,71,18,Client Service,0.5728,lexical,True
set own rates,178,133,Rate Control,0.4989,unmapped,False
sharepoint,396,25,"Computer, technology and Information Systems",0.4249,unmapped,False
shell,68,180, Creativity,0.267,unmapped,False
shift premiums,99,154,Staffing ,0.251,unmapped,False
shift work,561,154,Staffing ,0.3931,unmapped,False
shipping,198,122,Physics ,0.2745,unmapped,False
shipping and receiving,75,59,Getting Information,0.2808,unmapped,False
shortterm/longterm disability plans,74,84,Making Decisions,0.24,unmapped,False
sick days,108,154,Staffing ,0.2546,unmapped,False
sick leave,102,154,Staffing ,0.3417,unmapped,False
simulation,148,122,Physics ,0.3895,unmapped,False
site supervision,56,158,Supervising Subordinates,0.4473,unmapped,False
site visits,69,59,Getting Information,0.3657,unmapped,False
sitting,108,154,Staffing ,0.3241,unmapped,False
six sigma,182,154,Staffing ,0.2376,unmapped,False
sketchup,103,180, Creativity,0.2768,unmapped,False
skill development,52,19,Coaching and Developing Others,0.6323,semantic,True
slack,94,154,Staffing ,0.3284,unmapped,False
smart serve certification,60,143,Service Orientation,0.2918,unmapped,False
smartphone,52,163,Telecommunications,0.307,unmapped,False
snow removal,51,154,Staffing ,0.3355,unmapped,False
snowflake,88,53,Fluency of Ideas,0.2706,unmapped,False
soap,81,154,Staffing ,0.3204,unmapped,False
social events,102,140,Scheduling Work and Activities,0.4071,unmapped,False
social impact,51,142,Selling or Influencing Others,0.3813,unmapped,False
social media,278,24,Communications and Media,0.4774,unmapped,False
social media management,119,166,Time Management,0.4033,unmapped,False
social media marketing,135,139,Sales and Marketing,0.4826,unmapped,False
social sciences,74,130,Public Affairs and Government relations,0.503,unmapped,False
social services,56,8,Assisting and Caring for Others,0.5053,unmapped,False
social work,319,146,Social Orientation,0.5725,semantic,True
software,221,25,"Computer, technology and Information Systems",0.4398,unmapped,False
software applications,101,25,"Computer, technology and Information Systems",0.4332,unmapped,False
software architecture,94,127,Processing Information,0.3727,unmapped,False
software design,87,128,Product Design,0.5187,unmapped,False
software development,610,25,"Computer, technology and Information Systems",0.4226,unmapped,False
software engineering,316,25,"Computer, technology and Information Systems",0.4522,unmapped,False
software proficiency,63,56,General Learning Ability,0.3553,unmapped,False
software testing,115,132,Quality Control Testing,0.4644,unmapped,False
solidworks,179,64,Handling and Manipulating Objects,0.3345,unmapped,False
solution architecture,50,126,Problem Solving,0.4732,unmapped,False
solution design,71,126,Problem Solving,0.5233,unmapped,False
sops,128,130,Public Affairs and Government relations,0.2398,unmapped,False
sound judgment,89,76,Judging Quality,0.4744,unmapped,False
sourcing,100,154,Staffing ,0.3956,unmapped,False
spanish,102,122,Physics ,0.3249,unmapped,False
spark,124,180, Creativity,0.2769,unmapped,False
special projects,88,140,Scheduling Work and Activities,0.4397,unmapped,False
specifications,283,45,Estimating Quantifiable Characteristics,0.3962,unmapped,False
sports,433,136,"Recreation, Leisure and Fitness",0.4609,unmapped,False
spreadsheet,91,5,Analyzing Data or Information,0.3172,unmapped,False
spreadsheet software,59,17,Clerical,0.24,unmapped,False
spreadsheets,217,5,Analyzing Data or Information,0.3563,unmapped,False
spring,54,154,Staffing ,0.3241,unmapped,False
spring boot,70,154,Staffing ,0.2601,unmapped,False
sql,1271,127,Processing Information,0.3087,unmapped,False
sql server,139,127,Processing Information,0.2714,unmapped,False
staff development,175,154,Staffing ,0.6503,semantic,True
staff management,187,154,Staffing ,0.706,semantic,True
staff scheduling,67,140,Scheduling Work and Activities,0.6356,semantic,True
staff supervision,100,154,Staffing ,0.6878,semantic,True
staff training,139,154,Staffing ,0.7332,semantic,True
staffing,144,154,Staffing ,0.9729,lexical,True
stakeholder collaboration,52,20,Collaboration,0.5442,lexical,True
stakeholder engagement,391,138,Resolving Conflicts and Negotiating with Others,0.3812,unmapped,False
stakeholder management,526,88,Managing Resources,0.4202,unmapped,False
stakeholder relations,64,129,Providing Consultation and Advice,0.3835,unmapped,False
standard first aid,94,8,Assisting and Caring for Others,0.2457,unmapped,False
standard operating procedures,167,127,Processing Information,0.3911,unmapped,False
standard operating procedures (sops),63,127,Processing Information,0.3811,unmapped,False
standards,209,0, Adaptability,0.3135,unmapped,False
standing,421,1, Independence,0.2968,unmapped,False
standing for long periods,92,155,Stamina,0.2807,unmapped,False
statistical analysis,254,45,Estimating Quantifiable Characteristics,0.421,unmapped,False
statistical modeling,107,45,Estimating Quantifiable Characteristics,0.3896,unmapped,False
statistical software,50,127,Processing Information,0.3365,unmapped,False
statistical techniques,73,45,Estimating Quantifiable Characteristics,0.3711,unmapped,False
statistics,307,45,Estimating Quantifiable Characteristics,0.377,unmapped,False
statutory holidays,65,140,Scheduling Work and Activities,0.3188,unmapped,False
stewardship,56,154,Staffing ,0.4752,unmapped,False
stock management,106,14,Business Management,0.4906,unmapped,False
stocking,92,154,Staffing ,0.432,unmapped,False
stooping,126,155,Stamina,0.3631,unmapped,False
storage,70,38,Documenting and Recording Information,0.3108,unmapped,False
store maintenance,66,42,Electronic Maintenance,0.4561,unmapped,False
store management,242,14,Business Management,0.4496,unmapped,False
store operations,253,2,Accounting,0.3751,unmapped,False
storytelling,83,180, Creativity,0.5707,semantic,True
strategic planning,1026,144,Setting Objectives and Formulating Strategies,0.6645,semantic,True
strategic sourcing,75,144,Setting Objectives and Formulating Strategies,0.4734,unmapped,False
strategic thinking,603,144,Setting Objectives and Formulating Strategies,0.5829,semantic,True
strategy,140,144,Setting Objectives and Formulating Strategies,0.6474,semantic,True
strategy development,78,144,Setting Objectives and Formulating Strategies,0.7329,semantic,True
stress management,688,157,Stress Tolerance,0.6114,semantic,True
stress tolerance,95,157,Stress Tolerance,0.7806,lexical,True
stretching,99,12,Body Flexibility,0.5373,unmapped,False
strong analytical skills,111,56,General Learning Ability,0.5873,semantic,True
strong attention to detail,94,9,Attention to Detail,0.6955,lexical,True
strong communication,97,22,Communicating with Coworkers,0.4825,unmapped,False
strong communication and interpersonal skills,57,44,Establishing and Maintaining Interpersonal Relationships,0.6075,semantic,True
strong communication skills,379,44,Establishing and Maintaining Interpersonal Relationships,0.5135,unmapped,False
strong computer skills,66,56,General Learning Ability,0.4557,unmapped,False
strong interpersonal skills,189,44,Establishing and Maintaining Interpersonal Relationships,0.6253,semantic,True
strong organizational skills,146,44,Establishing and Maintaining Interpersonal Relationships,0.4921,unmapped,False
strong work ethic,464,146,Social Orientation,0.5073,unmapped,False
strong written and verbal communication skills,64,176,Writing,0.5726,semantic,True
structural analysis,94,5,Analyzing Data or Information,0.4027,unmapped,False
structural design,81,128,Product Design,0.4799,unmapped,False
structural engineering,275,13,Building and Construction,0.5364,unmapped,False
student engagement,66,167,Training and Teaching ,0.3598,unmapped,False
subcontractor management,112,158,Supervising Subordinates,0.2272,unmapped,False
subject matter expertise,110,53,Fluency of Ideas,0.4918,unmapped,False
substance use,99,16,Chemistry,0.2879,unmapped,False
succession planning,137,123,Planning and Organizing,0.3523,unmapped,False
supervision,1347,158,Supervising Subordinates,0.6372,semantic,True
supervisor,51,158,Supervising Subordinates,0.5099,unmapped,False
supervisory experience,669,158,Supervising Subordinates,0.5537,semantic,True
supervisory skills,166,158,Supervising Subordinates,0.5838,semantic,True
supplier management,103,14,Business Management,0.4468,unmapped,False
supplier relationship management,67,14,Business Management,0.4036,unmapped,False
supply chain,142,83,Logistics,0.3676,unmapped,False
supply chain management,517,14,Business Management,0.4859,unmapped,False
support,180,8,Assisting and Caring for Others,0.383,unmapped,False
surgery,294,154,Staffing ,0.3616,unmapped,False
surgical,56,154,Staffing ,0.3997,unmapped,False
surveillance,86,97,Monitoring,0.5061,unmapped,False
surveying,96,73,"Inspecting Equipment, Structures or Material",0.4618,unmapped,False
sustainability,439,124,Preventative Maintenance,0.366,unmapped,False
switches,55,101,Multitasking,0.303,unmapped,False
synthesis,74,180, Creativity,0.3196,unmapped,False
system administration,100,159,Systems Analysis,0.5132,unmapped,False
system analysis,94,159,Systems Analysis,0.6345,lexical,True
system design,126,159,Systems Analysis,0.4862,unmapped,False
system implementation,55,159,Systems Analysis,0.5288,unmapped,False
system integration,103,159,Systems Analysis,0.5009,unmapped,False
system testing,63,159,Systems Analysis,0.4635,unmapped,False
system verilog,57,159,Systems Analysis,0.2562,unmapped,False
systems,75,25,"Computer, technology and Information Systems",0.5531,lexical,True
systems analysis,101,159,Systems Analysis,0.708,lexical,True
systems engineering,85,159,Systems Analysis,0.6308,semantic,True
systems thinking,62,159,Systems Analysis,0.5173,unmapped,False
tableau,458,154,Staffing ,0.2508,unmapped,False
tact,246,74,Instructing,0.2085,unmapped,False
talent acquisition,230,167,Training and Teaching ,0.456,unmapped,False
talent development,107,19,Coaching and Developing Others,0.5551,semantic,True
talent management,200,154,Staffing ,0.4805,unmapped,False
task management,85,123,Planning and Organizing,0.6128,semantic,True
task prioritization,59,123,Planning and Organizing,0.613,semantic,True
tax,154,1, Independence,0.2839,unmapped,False
tax compliance,138,2,Accounting,0.3147,unmapped,False
tax laws,66,78,Law,0.3499,lexical,True
tax planning,125,123,Planning and Organizing,0.3479,unmapped,False
tax preparation,178,2,Accounting,0.3486,unmapped,False
tax regulations,51,78,Law,0.2939,unmapped,False
tax research,61,2,Accounting,0.3375,unmapped,False
tax software,95,2,Accounting,0.3083,unmapped,False
taxation,163,1, Independence,0.3949,unmapped,False
taxprep,95,1, Independence,0.2144,unmapped,False
tb test,66,132,Quality Control Testing,0.2777,unmapped,False
tcl,77,180, Creativity,0.2355,unmapped,False
tcp/ip,80,163,Telecommunications,0.2698,unmapped,False
teaching,1461,80,Learning and Teaching Strategies,0.7977,lexical,True
teaching experience,176,160,Teaching,0.6486,lexical,True
teaching skills,148,160,Teaching,0.7335,lexical,True
team building,778,161,Team Building,0.7079,lexical,True
team collaboration,812,20,Collaboration,0.7489,lexical,True
team coordination,56,30,Coordinating the Work and Activities of Others,0.6484,semantic,True
team development,258,161,Team Building,0.6144,semantic,True
team environment,329,161,Team Building,0.5557,semantic,True
team lead,51,161,Team Building,0.5283,unmapped,False
team leadership,1762,79,Leadership,0.6497,lexical,True
team leading,51,79,Leadership,0.5339,unmapped,False
team management,1831,161,Team Building,0.5767,semantic,True
team motivation,100,161,Team Building,0.5912,semantic,True
team orientation,66,161,Team Building,0.5174,unmapped,False
team player,1172,161,Team Building,0.4644,unmapped,False
team spirit,95,161,Team Building,0.4392,unmapped,False
team supervision,82,158,Supervising Subordinates,0.6228,semantic,True
teambased medicine practices,53,161,Team Building,0.4592,unmapped,False
teambuilding,60,161,Team Building,0.6159,semantic,True
teams,149,161,Team Building,0.4652,lexical,True
teamwork,12394,30,Coordinating the Work and Activities of Others,0.6707,semantic,True
teamwork and collaboration,67,20,Collaboration,0.747,lexical,True
technical communication,62,163,Telecommunications,0.5534,semantic,True
technical diploma,86,162,Technical Design,0.4556,unmapped,False
technical documentation,169,35,Developing Technical Instructions,0.5779,semantic,True
technical drawings,73,162,Technical Design,0.5168,unmapped,False
technical expertise,175,162,Technical Design,0.5336,unmapped,False
technical knowledge,106,171,Updating and Applying Knowledge,0.6287,semantic,True
technical leadership,124,79,Leadership,0.5243,lexical,True
technical report writing,118,176,Writing,0.496,lexical,True
technical reports,140,162,Technical Design,0.4379,unmapped,False
technical skills,347,167,Training and Teaching ,0.5389,unmapped,False
technical solutions,56,126,Problem Solving,0.4917,unmapped,False
technical specifications,132,35,Developing Technical Instructions,0.491,unmapped,False
technical support,413,42,Electronic Maintenance,0.487,unmapped,False
technical training,114,167,Training and Teaching ,0.6028,semantic,True
technical writing,868,176,Writing,0.5557,lexical,True
technology,374,25,"Computer, technology and Information Systems",0.5943,lexical,True
telecommunications,99,163,Telecommunications,0.7313,lexical,True
telemedicine,117,8,Assisting and Caring for Others,0.3874,unmapped,False
telemedicine service,65,143,Service Orientation,0.4222,unmapped,False
telework,60,163,Telecommunications,0.2991,unmapped,False
tendering,67,154,Staffing ,0.4636,unmapped,False
tensorflow,70,179, Active Learning,0.3192,unmapped,False
terraform,157,82,"Livestock, Farm animals and Wildlife",0.326,unmapped,False
territory management,111,88,Managing Resources,0.4192,unmapped,False
test automation,58,132,Quality Control Testing,0.3609,unmapped,False
test plans,56,123,Planning and Organizing,0.3415,unmapped,False
testing,417,132,Quality Control Testing,0.4966,lexical,True
therapeutic interventions,92,8,Assisting and Caring for Others,0.422,unmapped,False
therapy,55,8,Assisting and Caring for Others,0.3626,unmapped,False
thoracic surgery,110,154,Staffing ,0.1966,unmapped,False
time management,8070,166,Time Management,0.873,lexical,True
tncc,148,167,Training and Teaching ,0.2323,unmapped,False
tools,124,43,Equipment and Tool Selection,0.5746,lexical,True
training,3072,167,Training and Teaching ,0.7412,lexical,True
training and development,818,167,Training and Teaching ,0.7569,semantic,True
training opportunities,58,167,Training and Teaching ,0.6378,semantic,True
training programs,125,167,Training and Teaching ,0.6564,semantic,True
transportation,235,83,Logistics,0.419,unmapped,False
transportation engineering,62,122,Physics ,0.4223,unmapped,False
trauma,79,122,Physics ,0.3207,unmapped,False
trauma care,52,8,Assisting and Caring for Others,0.4429,unmapped,False
traumainformed care,91,8,Assisting and Caring for Others,0.4218,unmapped,False
travail d'équipe,75,47,Evaluation,0.2029,unmapped,False
travel,1208,122,Physics ,0.3062,unmapped,False
travel arrangements,112,83,Logistics,0.3312,unmapped,False
travel flexibility,57,12,Body Flexibility,0.459,unmapped,False
travel nursing,88,66,Hospitality,0.3477,unmapped,False
travel willingness,51,0, Adaptability,0.2868,unmapped,False
treatment,218,154,Staffing ,0.3226,unmapped,False
treatment planning,347,123,Planning and Organizing,0.4037,unmapped,False
treatment plans,103,123,Planning and Organizing,0.3486,unmapped,False
trend analysis,95,40,Economics,0.3011,unmapped,False
triage,87,33,Deductive Reasoning,0.336,unmapped,False
troubleshooting,2133,169,Troubleshooting,0.5736,lexical,True
troubleshooting skills,69,169,Troubleshooting,0.5489,lexical,True
trust,111,161,Team Building,0.461,unmapped,False
trustworthiness,72,76,Judging Quality,0.4733,unmapped,False
tuition reimbursement,347,167,Training and Teaching ,0.2452,unmapped,False
tutoring,678,168,"Training, Mentoring and Coaching",0.5017,unmapped,False
twisting,51,12,Body Flexibility,0.3253,unmapped,False
typescript,169,162,Technical Design,0.1994,unmapped,False
typing,167,95,Memorizing,0.3685,unmapped,False
typography,52,176,Writing,0.3775,unmapped,False
ultrasound,193,148,Sound Localization,0.3404,unmapped,False
undergraduate degree,95,167,Training and Teaching ,0.3564,unmapped,False
underwriting,152,176,Writing,0.3431,unmapped,False
unionized environment,98,1, Independence,0.3025,unmapped,False
unit testing,250,73,"Inspecting Equipment, Structures or Material",0.4698,unmapped,False
university degree,841,167,Training and Teaching ,0.4084,unmapped,False
unix,146,127,Processing Information,0.3419,unmapped,False
upselling,118,142,Selling or Influencing Others,0.4089,unmapped,False
urban planning,60,123,Planning and Organizing,0.4966,unmapped,False
urgency,72,141,Selective Attention,0.4135,unmapped,False
us gaap,65,154,Staffing ,0.2809,unmapped,False
user acceptance testing,56,132,Quality Control Testing,0.3203,unmapped,False
user experience,80,0, Adaptability,0.4475,unmapped,False
user research,50,5,Analyzing Data or Information,0.4265,unmapped,False
user stories,66,180, Creativity,0.3186,unmapped,False
ux design,50,128,Product Design,0.4716,lexical,True
vacation,267,154,Staffing ,0.3166,unmapped,False
vacation entitlement,58,140,Scheduling Work and Activities,0.3193,unmapped,False
vacation time,113,166,Time Management,0.448,unmapped,False
vaccination,124,1, Independence,0.2938,unmapped,False
valid driver's license,857,78,Law,0.1839,unmapped,False
valid passport,54,125,Problem Identification,0.1697,unmapped,False
validation,106,132,Quality Control Testing,0.2827,unmapped,False
value engineering,67,76,Judging Quality,0.4457,unmapped,False
values,80,106,Numerical Ability,0.3509,unmapped,False
variance analysis,195,45,Estimating Quantifiable Characteristics,0.2156,unmapped,False
vba,110,179, Active Learning,0.3116,unmapped,False
vehicle,196,107,"Operating Vehicles, Mechanized Devices or Equipment",0.5138,lexical,True
vehicle access,77,172,"Vehicle, Machinery and Equipment Operation",0.4907,unmapped,False
vehicle maintenance,120,172,"Vehicle, Machinery and Equipment Operation",0.5667,semantic,True
vendor management,399,14,Business Management,0.434,unmapped,False
verbal and written communication,199,176,Writing,0.6536,semantic,True
verbal and written communication skills,113,176,Writing,0.6012,semantic,True
verbal communication,1513,112,Oral Communication: Oral Expression,0.6254,semantic,True
verbal communication skills,234,173,Verbal Ability,0.5992,semantic,True
verbal skills,51,173,Verbal Ability,0.637,semantic,True
verification,82,69,"Identifying Objects, Actions and Events",0.2053,unmapped,False
verilog,135,33,Deductive Reasoning,0.2718,unmapped,False
versatility,56,0, Adaptability,0.6272,semantic,True
version control,62,166,Time Management,0.3376,unmapped,False
veterinarian,85,174,Veterinarian and Animal Care,0.6254,lexical,True
veterinary medicine,209,174,Veterinarian and Animal Care,0.6651,semantic,True
video editing,55,179, Active Learning,0.3233,unmapped,False
virtual care,80,8,Assisting and Caring for Others,0.4262,unmapped,False
virtual health care,96,121,Physical Health,0.3817,unmapped,False
virtual sleep clinic,53,179, Active Learning,0.267,unmapped,False
virtualization,82,37,Digital Systems Production,0.3341,unmapped,False
visio,199,122,Physics ,0.2883,unmapped,False
vision,178,49,Far Vision,0.6639,lexical,True
vision benefits,149,104,Night Vision,0.5975,semantic,True
vision insurance,189,104,Night Vision,0.4694,unmapped,False
visual merchandising,404,180, Creativity,0.3289,unmapped,False
visual presentation,67,150,Spatial Visualization,0.4884,unmapped,False
visual studio,58,179, Active Learning,0.3152,unmapped,False
vital signs,66,102,Near Vision,0.3128,unmapped,False
vmware,96,122,Physics ,0.206,unmapped,False
volunteer management,66,154,Staffing ,0.4941,unmapped,False
volunteering,55,154,Staffing ,0.503,unmapped,False
vulnerability management,50,131,Public Safety and Security,0.3384,unmapped,False
vulnerable position/sector screening (vps),63,131,Public Safety and Security,0.3119,unmapped,False
vulnerable sector check,478,73,"Inspecting Equipment, Structures or Material",0.3019,unmapped,False
vulnerable sector screening,59,73,"Inspecting Equipment, Structures or Material",0.3224,unmapped,False
vulnerable sector search,290,73,"Inspecting Equipment, Structures or Material",0.2429,unmapped,False
walking,369,153,Speed of Limb Movement,0.3355,unmapped,False
warehouse management,177,14,Business Management,0.4534,unmapped,False
warehouse operations,92,83,Logistics,0.4423,unmapped,False
warehousing,156,86,Management of Material Resources,0.4421,unmapped,False
waste management,91,86,Management of Material Resources,0.391,unmapped,False
water treatment,72,175,Water Resources,0.4313,unmapped,False
waterfall,103,180, Creativity,0.2326,unmapped,False
wealth management,113,85,Management of Financial Resources,0.5213,unmapped,False
weapons handling,101,64,Handling and Manipulating Objects,0.5066,unmapped,False
web development,101,25,"Computer, technology and Information Systems",0.3049,unmapped,False
web services,87,18,Client Service,0.5037,unmapped,False
weekend availability,64,140,Scheduling Work and Activities,0.3655,unmapped,False
weekend work,73,140,Scheduling Work and Activities,0.4656,unmapped,False
weekends,114,140,Scheduling Work and Activities,0.3542,unmapped,False
weekly pay,127,154,Staffing ,0.3995,unmapped,False
welcoming,74,26,Concern for Others,0.3986,unmapped,False
welding,270,90,"Manufacturing, Processing and Production",0.3156,unmapped,False
wellbeing,64,26,Concern for Others,0.4085,unmapped,False
wellbeing program,72,140,Scheduling Work and Activities,0.3362,unmapped,False
wellness,165,136,"Recreation, Leisure and Fitness",0.3757,unmapped,False
wellness days,64,140,Scheduling Work and Activities,0.3214,unmapped,False
wellness program,71,136,"Recreation, Leisure and Fitness",0.3838,unmapped,False
wellness programs,86,136,"Recreation, Leisure and Fitness",0.4116,unmapped,False
wellness services,76,143,Service Orientation,0.5125,unmapped,False
wellness spending accounts,70,2,Accounting,0.359,unmapped,False
wellness support,51,8,Assisting and Caring for Others,0.4502,unmapped,False
wellness supports,186,8,Assisting and Caring for Others,0.3966,unmapped,False
whmis,286,180, Creativity,0.1633,unmapped,False
whmis training,76,167,Training and Teaching ,0.3868,unmapped,False
willingness to learn,296,56,General Learning Ability,0.5042,unmapped,False
willingness to travel,122,0, Adaptability,0.2895,unmapped,False
windows,588,25,"Computer, technology and Information Systems",0.2894,unmapped,False
windows server,56,25,"Computer, technology and Information Systems",0.2444,unmapped,False
word,962,180, Creativity,0.3568,unmapped,False
word processing,339,127,Processing Information,0.4446,unmapped,False
wordpress,63,176,Writing,0.2825,unmapped,False
work ethic,351,146,Social Orientation,0.5251,unmapped,False
work experience,111,146,Social Orientation,0.4829,unmapped,False
work from home,281,22,Communicating with Coworkers,0.3293,unmapped,False
work order management,80,123,Planning and Organizing,0.4707,unmapped,False
work orders,66,154,Staffing ,0.4653,unmapped,False
work organization,74,30,Coordinating the Work and Activities of Others,0.6264,semantic,True
work permit,56,67,Human Resources and Labour relations,0.3839,unmapped,False
work under pressure,62,67,Human Resources and Labour relations,0.3814,unmapped,False
workday,161,140,Scheduling Work and Activities,0.4491,unmapped,False
workflow management,51,166,Time Management,0.4056,unmapped,False
workforce management,55,154,Staffing ,0.5874,semantic,True
workforce planning,67,154,Staffing ,0.5175,unmapped,False
working at heights,102,154,Staffing ,0.3724,unmapped,False
working under pressure,81,154,Staffing ,0.3868,unmapped,False
worklife balance,468,140,Scheduling Work and Activities,0.4117,unmapped,False
workload management,87,88,Managing Resources,0.511,unmapped,False
